,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995
Georg,2,1.0,,,,,2.0,8.0,7.0,4.0
George,1,1.0,1.0,1.0,1.0,,,,,1.0
Getzloe,1,1.0,,,,,,,,
Giftig,1,1.0,1.0,,,,,,,
Gjennom,2,3.0,3.0,3.0,1.0,7.0,16.0,23.0,23.0,20.0
Gjøvik,1,1.0,,,,,,2.0,2.0,1.0
Glimrende,1,1.0,1.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0
Glimt,1,4.0,3.0,,,,1.0,1.0,1.0,1.0
God,3,9.0,15.0,24.0,26.0,27.0,47.0,78.0,83.0,67.0
Gode,2,6.0,7.0,10.0,9.0,,1.0,9.0,33.0,36.0
Greenberg,1,1.0,,,8.0,8.0,,,,
Greene,1,1.0,1.0,,,,,,,
Grieg-filmen,1,,,,,,,,,
Groppearbeid,1,2.0,2.0,,,,,,,
Gruppearbeid,12,15.0,15.0,,,,,,,
Grøt-,1,1.0,,,,,,,,
Guernica,1,1.0,,,,,,,,
Gulbrandsen,1,1.0,1.0,,,1.0,1.0,,,
Gundel,1,,,,,,,,,
Gunder,1,,,,,,,,,
Gunhild,1,1.0,,,,,,,,1.0
Gunnar,3,1.0,3.0,3.0,6.0,5.0,3.0,18.0,34.0,43.0
Gustav,1,1.0,,,1.0,1.0,,,2.0,2.0
Gustavsens,1,,,,,,,1.0,1.0,
Guttene,1,1.0,,,,,,1.0,1.0,
Gåsegg,1,,,,,,,,,
Gåseggs,1,1.0,,,,,,,,
Gøteborg,1,1.0,,1.0,2.0,1.0,,1.0,1.0,3.0
Gøteborgs-Posten,1,1.0,1.0,,,,,,,
H,2,2.0,3.0,2.0,8.0,9.0,10.0,22.0,19.0,11.0
HAR,3,4.0,2.0,,,,,,1.0,2.0
HENDER,1,,,,,,,,,
Ha,1,2.0,1.0,,,2.0,,4.0,4.0,1.0
Haataløse,1,1.0,,,,,,,,
Hadde,3,1.0,,,1.0,4.0,5.0,6.0,6.0,5.0
Hagbartsen,1,1.0,,,,,,,,
Haglund,1,1.0,,,,,,,,
Halden,1,1.0,,,,,,,1.0,2.0
Halvdan,1,1.0,,,,,,,,
Ham,1,,,,,,,,,
Hama,1,1.0,,,,,,1.0,1.0,
Hamar,1,1.0,1.0,,,2.0,2.0,4.0,2.0,
Han,51,70.0,93.0,96.0,93.0,116.0,161.0,257.0,277.0,250.0
Han-be,1,,,,,,,,,
Han-drev,1,,,,,,,,,
Hans,4,6.0,20.0,24.0,26.0,36.0,36.0,39.0,37.0,39.0
Har,2,4.0,6.0,6.0,8.0,14.0,15.0,20.0,28.0,29.0
Harald,1,,2.0,5.0,3.0,3.0,2.0,3.0,12.0,19.0
Harold,1,1.0,1.0,,,,,,,
Hartleys,1,,,,,,,,,
Haugen,1,1.0,,,,,,,1.0,1.0
Hauges,1,,,,,1.0,1.0,,,
Hauglis,1,,,,,,,,,
Hcdda,1,1.0,1.0,,,,,,,
Hde.Mykke,1,,,,,,,,,
Hearst,1,1.0,,,,,,,1.0,
Hearst-pressen,1,,,,,,,,,
Hederspris,2,2.0,,,,,,,,
Heibergs,1,,,,,,,,,
Heidenstams,2,2.0,,,,,,,,
Heldige,1,,,,,,,,,
Helsingfors,1,1.0,1.0,,,,,,,
Hemingvays,1,,,,,,,,,
Hennes,3,2.0,1.0,,4.0,5.0,3.0,3.0,3.0,3.0
Henning,1,,,,,1.0,1.0,2.0,2.0,
Hennum,1,,,,,,,,,
Henrik,1,2.0,3.0,1.0,2.0,3.0,5.0,6.0,4.0,3.0
Hensikten,5,6.0,5.0,,1.0,2.0,3.0,3.0,3.0,2.0
Her,4,6.0,8.0,8.0,14.0,26.0,35.0,51.0,47.0,60.0
Herr,1,3.0,3.0,2.0,4.0,8.0,7.0,2.0,1.0,1.0
Hersleb,1,1.0,1.0,,,,,,,
Herøya,1,1.0,,,,,,,,
Hesselberg,1,,,,,,,,,
Hevilgningen,1,1.0,,,,,,,,
Hills,1,1.0,,,,,,,,
Hit,1,1.0,,,,,,,,
Hjeltnes,1,,,,,,,,,21.0
Ho,2,1.0,,1.0,2.0,3.0,3.0,5.0,4.0,4.0
Hoff,1,1.0,,,,,,,,1.0
Hofmo,1,,,,,,,,,
Hollywood-skaldalbladet,1,1.0,,,,,,,,
Hongset,1,,,,,,,,,
Hopper,1,1.0,1.0,,,,,,,
Hor,1,1.0,1.0,1.0,1.0,,,,,
Hovedinteressen,1,,,,,,,,,
Hovedstyret,1,1.0,,,,,,,,
Hovengen,1,,,,,,2.0,1.0,,
Howard,1,1.0,,,,,,,,
Hr,1,1.0,,,,,,2.0,2.0,
Hudson,1,1.0,,,,,,,,
Hum,1,,,,,,,,,
Hun,12,16.0,20.0,22.0,17.0,24.0,22.0,40.0,49.0,52.0
Hunter,1,6.0,5.0,,,,,1.0,2.0,3.0
Husflid,1,1.0,,,,,,,,
Husk,1,,,1.0,1.0,1.0,1.0,,,
Husleigenemnd,1,1.0,,,,,,,,
Huxleys,1,1.0,,,,,,1.0,1.0,
Hva,9,14.0,15.0,18.0,27.0,45.0,57.0,78.0,82.0,57.0
Hvem,2,2.0,3.0,2.0,1.0,1.0,2.0,5.0,6.0,8.0
Hver,2,1.0,,3.0,3.0,,2.0,4.0,5.0,4.0
Hvis,11,4.0,5.0,6.0,7.0,18.0,26.0,41.0,39.0,43.0
Hvor,1,1.0,1.0,1.0,4.0,6.0,19.0,20.0,22.0,18.0
Hvorfor,5,5.0,4.0,4.0,5.0,8.0,8.0,16.0,17.0,21.0
HØIRES,1,1.0,1.0,,,,,,,
Hårfagres,1,,,,,,,,,
Høire,2,1.0,,,,,,,,
Hølmebakk,1,,,,,,,,,
Hønefoss,1,,,,,,,,,1.0
Høyesteretts,1,,,,,,1.0,,,
Høyre,1,2.0,1.0,1.0,2.0,5.0,4.0,7.0,9.0,6.0
I,64,109.0,130.0,124.0,179.0,274.0,318.0,488.0,611.0,553.0
I.F,1,,,,,,,,,
ICc,1,,,,,,,,,
II,1,1.0,2.0,2.0,2.0,1.0,7.0,32.0,26.0,40.0
IMORGEN,1,1.0,,,,,,,,
ISKALDE,1,1.0,,,,,,,,
IV,1,2.0,1.0,1.0,1.0,,,1.0,1.0,
IV7,1,,,,,,,,,
IVlen,2,1.0,,,,,,,,
Ibsen,2,2.0,2.0,,,,1.0,,,
Ibsen-uken,1,1.0,,,,,,,,
Idet,1,,,,,1.0,2.0,1.0,,
Idrett,1,1.0,2.0,1.0,1.0,4.0,5.0,5.0,,1.0
Idrettsforeningen,1,,,,,,,,,
Idérik,1,1.0,,,,,,,,
Ifølge,1,,,,,5.0,5.0,2.0,4.0,10.0
Ijmuiden,1,1.0,1.0,,,,,,,
Ikke,10,9.0,9.0,9.0,22.0,31.0,41.0,56.0,51.0,33.0
Ile,2,2.0,,,1.0,1.0,,,,
Iles,1,,,,,,,,,
Illustrasjonsstoffet,1,1.0,,,,,,,,
Ilte,1,1.0,1.0,,,2.0,1.0,,,
Imidlertid,1,1.0,2.0,2.0,2.0,5.0,8.0,5.0,2.0,1.0
Imsland,1,1.0,,,,,,,,
Imslands,1,1.0,,,,,,,,
In,1,,1.0,1.0,,,,2.0,3.0,3.0
Indiana,1,1.0,,,6.0,6.0,,,4.0,4.0
Indo-,1,1.0,,,,,,,,
Inform,1,1.0,,,,,,,,
Informasjonstjeneste,2,,,1.0,1.0,1.0,,,,
Ingehorg,1,,,,,,,,,
Ingenmannsland,1,,,,,,,,,
Ingstads,1,1.0,,,,,,,,
Inn,1,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,
Innslag,1,,,,,,,,,
Innstilling,1,,,,,,,,,
Inntil,1,1.0,,,,,,2.0,2.0,2.0
Inntrykk,1,,,,,,,,,
Int,1,1.0,,,,,,,,
Intensitet,1,,,,,,,,,
Interessant,1,,,2.0,2.0,1.0,1.0,,2.0,2.0
Interesse,6,7.0,6.0,2.0,5.0,12.0,22.0,27.0,38.0,32.0
Interessen,1,,1.0,4.0,3.0,1.0,,4.0,6.0,7.0
Interesser,1,5.0,5.0,,,,,,,
Interessert,2,2.0,3.0,4.0,3.0,,2.0,1.0,1.0,1.0
Internasjonale,1,1.0,1.0,,,,,1.0,1.0,
Intetviser,1,,,,,,,,,
Irland,1,,,,,,,,,
Isteden,1,,,,,,,,,1.0
Isvestija,4,4.0,,,,1.0,1.0,,,
It,1,1.0,,,,,,1.0,1.0,
Italia-,1,,,,,,,,,
Ivar,1,2.0,1.0,,,1.0,2.0,5.0,6.0,4.0
J,4,3.0,2.0,4.0,9.0,12.0,15.0,36.0,33.0,24.0
JEksakt,1,,,,,,,,,
JHWiV,1,,,,,,,,,
Ja,1,2.0,4.0,7.0,11.0,15.0,11.0,23.0,24.0,12.0
Jacobsen,2,,,,,1.0,6.0,8.0,8.0,4.0
Jan,1,3.0,5.0,3.0,4.0,12.0,14.0,118.0,109.0,12.0
Jarnvag,1,,,,,,,,,
Jasener,1,1.0,,,,,,,,
Jeg,21,23.0,27.0,45.0,81.0,140.0,156.0,248.0,253.0,209.0
Jesus,1,1.0,1.0,1.0,1.0,,,,1.0,2.0
JlrkikrMakt,1,,,,,,,,,
Jo,2,1.0,4.0,3.0,1.0,6.0,15.0,17.0,26.0,35.0
Jofotpoøtcn,1,1.0,,,,,,,,
Johan,5,4.0,3.0,3.0,1.0,1.0,9.0,8.0,3.0,9.0
Johannes,1,1.0,2.0,1.0,,,1.0,2.0,1.0,
Johannessen,1,1.0,,,1.0,4.0,1.0,1.0,,
Johansen,1,2.0,2.0,1.0,,,6.0,20.0,21.0,21.0
John,1,2.0,6.0,8.0,3.0,6.0,9.0,5.0,4.0,14.0
Jordbruksskule,1,1.0,,,,,,,,
Joseph,1,,,,,,,2.0,2.0,1.0
Journalist,4,2.0,4.0,6.0,16.0,15.0,13.0,10.0,6.0,5.0
Journalistakademicts,1,,,,,,,,,
Journalistakademiet,2,,2.0,3.0,1.0,5.0,3.0,,,
Journalister,1,1.0,1.0,,1.0,7.0,8.0,15.0,14.0,7.0
Journalistikk,1,2.0,1.0,3.0,10.0,13.0,16.0,32.0,32.0,28.0
Journalistikken,1,1.0,,,,,5.0,8.0,5.0,3.0
Ju,1,1.0,,,,,,,,
Juan,1,,,,,,,,,
Jubilerende,1,1.0,1.0,,,,,,,
Judy,1,1.0,,,,,,,,
Jungks,1,1.0,,,,,,,,
Just,4,6.0,15.0,13.0,2.0,5.0,4.0,3.0,1.0,
Justs,1,,,,1.0,1.0,1.0,,1.0,1.0
Jærbladet,1,1.0,1.0,,1.0,1.0,,,1.0,1.0
K,2,3.0,3.0,4.0,6.0,4.0,2.0,6.0,12.0,13.0
KRISTEIV,1,1.0,,,,,,,,
KRISTKNSEN,1,1.0,1.0,,,,,,,
KVINNERS,6,6.0,,,,,,,,
Kaldværet,1,,,,,,,,,
Kalvig,1,1.0,1.0,,,,,,,5.0
Kan,8,10.0,9.0,14.0,11.0,4.0,15.0,16.0,26.0,24.0
Kansas,3,,5.0,7.0,7.0,,1.0,1.0,1.0,
Kanskje,3,3.0,3.0,2.0,5.0,8.0,8.0,18.0,26.0,19.0
Karakteristisk,1,,,,,,,,,
Kari,1,2.0,2.0,1.0,,1.0,3.0,5.0,3.0,4.0
Karl,2,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0
Kaste,1,,,,,,,,,
Kelt,1,,,,,,,,,
KenneZ,1,,,,,,,,,
Kennedy,1,1.0,1.0,,,,,1.0,1.0,1.0
Ker,1,,,,,,,,,
Kielland,2,2.0,,,,2.0,2.0,,1.0,3.0
Kiellands,1,1.0,,,,,,,,
Kiellatnd,2,2.0,,,,,,,,
Kina,1,,,,,1.0,4.0,3.0,3.0,2.0
Kira,1,1.0,,,,,,,,
Kjenn,1,,,,,,,,,
Kjennskap,4,3.0,4.0,3.0,1.0,7.0,11.0,20.0,24.0,12.0
Klager,1,,,,,,,,,
Klart,2,2.0,,,,,1.0,2.0,2.0,
Klæbo,1,1.0,,,,,,,,
Kn,1,1.0,,1.0,1.0,3.0,2.0,1.0,2.0,2.0
Kn.iKenh,1,,,,,,,,,
Knut,1,3.0,2.0,2.0,5.0,16.0,14.0,8.0,8.0,5.0
Knutzen,1,,,,,,,,,
Koht,1,1.0,,,,,,,,
Kollen,1,,,,,,,,,
Kombinasjonen,1,,,,1.0,3.0,2.0,1.0,2.0,5.0
Kong,1,1.0,2.0,2.0,,,1.0,1.0,,
Kongen,1,,,,,,,,,
Kongens,1,1.0,2.0,2.0,,1.0,,,,
Kongsvinger,3,3.0,,,,,,,,
Korrespondanseskole,9,5.0,14.0,15.0,8.0,12.0,10.0,6.0,5.0,1.0
Korrespondanteskoles,1,,,,,,,,,
Kort,1,1.0,,,,2.0,2.0,5.0,7.0,5.0
Kotov,1,,,,,,,,,
Kowalewski,1,1.0,,,,,,,,
Kringkastingen,1,2.0,2.0,2.0,2.0,,,,,
Kristine,1,,,,,,,,,
Kronohagens,1,,,,,,,,,
Kuan,1,,,,,,,,,
Kultivert,1,,,,,,,,,
Kun.stin,1,1.0,,,,,,,,
Kunnskaper,1,2.0,1.0,,,1.0,2.0,1.0,20.0,25.0
Kunst,1,1.0,,,,,2.0,2.0,4.0,4.0
Kurheim,1,1.0,,,,,,,,
Kurset,1,6.0,7.0,5.0,12.0,10.0,11.0,13.0,14.0,7.0
Kursets,1,,,,,,,,,
Kurstid,1,1.0,,,,,,,,
Kvinne,1,,,,,,,,,
København,1,1.0,,1.0,1.0,1.0,,,,1.0
L,1,2.0,2.0,2.0,1.0,1.0,1.0,10.0,11.0,10.0
LARSSEN,1,1.0,,,,,,,,
LAV,1,,,,,,,,,
LESER,1,1.0,,,,,,,,
LOs,1,,1.0,1.0,,,,,,
LSM,1,1.0,1.0,,,,,,,
La,2,3.0,1.0,3.0,4.0,4.0,4.0,14.0,14.0,11.0
Lands,1,2.0,1.0,,,,,1.0,2.0,3.0
Lang,1,,,,1.0,2.0,1.0,1.0,,
Larsen,1,,1.0,2.0,1.0,1.0,1.0,6.0,10.0,10.0
Larssen,1,,,1.0,1.0,,,1.0,1.0,1.0
Leif,2,2.0,1.0,,1.0,3.0,6.0,6.0,5.0,6.0
Leipzig,3,1.0,,,,,,1.0,1.0,
Lenge,1,,,,,2.0,2.0,1.0,1.0,1.0
Lenvik,1,,,,,,,,,
Leserne,1,,,,,1.0,,2.0,4.0,2.0
Lester,1,1.0,,,,,,,,
Lflnn,1,,,,,,,,,
Lid,1,1.0,,,,,,1.0,1.0,
Lidelsesfeller,1,1.0,,,,,,,,
Liker,4,,,,1.0,2.0,2.0,2.0,,
Likeså,2,,,,,,,1.0,1.0,
Likevel,1,,,,2.0,5.0,6.0,11.0,12.0,7.0
Liksom,1,1.0,1.0,1.0,1.0,,,,,
Lindås,1,,,,,,,,,
Litt,2,2.0,2.0,1.0,1.0,4.0,6.0,17.0,19.0,10.0
Litteratur,1,1.0,,,1.0,1.0,2.0,3.0,3.0,2.0
Little,1,1.0,,,,,,,,
Liv,1,,,,,2.0,,,,3.0
Ljenskaper,1,1.0,,,,,,,,
Lkil6rin3,1,,,,,,,,,
Lng,1,1.0,,,,,,,,
Lofotpostens,3,5.0,2.0,,,,1.0,2.0,1.0,1.0
London,6,7.0,2.0,3.0,3.0,3.0,2.0,3.0,7.0,13.0
Loni,1,1.0,,,,,,,,
Lonn,4,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
Lorck,1,,,,,,,,,
Lord,1,1.0,1.0,2.0,1.0,,,,,1.0
Louis,1,1.0,,,,,,,,
Lp,1,1.0,,,,,,,,
Lucy,1,1.0,,,,,,1.0,1.0,
Lundberg,2,,1.0,1.0,,,,,,
Lunde,1,1.0,,,2.0,2.0,3.0,4.0,2.0,1.0
Lunden,1,,,,,,,,,2.0
Luther,1,,,,,,,,,
Lysningeri,1,,,,,,,,,
Læder,1,,,,,,,,,
Lærebøker,1,1.0,1.0,,,,,,,
Lærer,1,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0
Lærerlag,1,1.0,1.0,,,,,,1.0,1.0
M,1,4.0,7.0,5.0,4.0,7.0,7.0,20.0,21.0,15.0
MUNTHE,1,1.0,,,,,,,,
Ma,1,1.0,,,,2.0,3.0,1.0,1.0,
Mac,1,,,,,,,,,2.0
Maggi,1,,,,,,,,,
Magne,1,1.0,,,,,3.0,1.0,1.0,4.0
Magnus,1,,,,,,1.0,3.0,5.0,5.0
Mahring-Institutt,1,1.0,,,,,,,,
Majestet,1,,,,,,,,,
Maken,1,,1.0,2.0,6.0,8.0,7.0,8.0,4.0,2.0
Malcolm,1,2.0,1.0,,,,,,,
Malik,1,,,,,,,,,
Malm-gutt,1,1.0,,,,,,,,
Man,3,4.0,9.0,14.0,15.0,23.0,21.0,34.0,28.0,16.0
Mange,2,3.0,5.0,8.0,8.0,8.0,10.0,15.0,28.0,32.0
Marshall,1,2.0,2.0,,,,,,,
Martin,2,2.0,3.0,4.0,9.0,6.0,2.0,2.0,7.0,7.0
Maskinskrivning,1,1.0,,,,,,,,
Master,1,1.0,,2.0,4.0,2.0,,7.0,6.0,6.0
Mastroianni,1,1.0,,,,,,,,
Mathisen,2,,,,,,1.0,6.0,6.0,1.0
McCarthy,1,1.0,,,,,,,1.0,1.0
McCarthy-mønster,1,1.0,1.0,,,,,,,
McCormick,1,,,,,,,,,
McCormicks,1,,,,,,,,,
McGm,1,,,,,,,,,
Mclelige,1,1.0,,,,,,,,
Med,3,8.0,9.0,8.0,19.0,38.0,36.0,69.0,73.0,67.0
Meget,3,2.0,,2.0,2.0,3.0,1.0,1.0,2.0,3.0
Meløe-saka,1,,,,,,,,,
Men,50,61.0,65.0,71.0,103.0,176.0,201.0,323.0,331.0,297.0
Mende,1,1.0,1.0,,,,,,,
Mentz,1,,,,,1.0,,,,
Mer,1,1.0,,,4.0,5.0,7.0,9.0,10.0,18.0
Mere,1,1.0,,,,,,,,
Merkelig,1,2.0,1.0,,,,1.0,1.0,2.0,2.0
Michigan,1,,,,,,,,,
Midtengen,1,1.0,,,,,,,,
Mikalson,1,1.0,1.0,,,,,,,
Min,1,3.0,4.0,5.0,3.0,7.0,19.0,17.0,12.0,7.0
Mindre,2,2.0,2.0,,,1.0,1.0,1.0,2.0,4.0
Minutiøs,1,1.0,,,,,,,,
Missouri,1,,3.0,3.0,1.0,,1.0,2.0,2.0,1.0
Moderne,1,4.0,3.0,1.0,2.0,9.0,16.0,29.0,27.0,9.0
Molland,1,1.0,1.0,,,,,,,
Mollgard,3,,,,,,,,,
Monde,1,1.0,1.0,1.0,1.0,,,,,3.0
Mons,1,1.0,,,,,,,,
Monsen,2,1.0,3.0,3.0,,,,,,1.0
Monson,1,1.0,,,,,,,,
Montro,1,,,,,,,,,
Mord,1,,,,,,,,,4.0
Morgenbladet,3,3.0,2.0,5.0,3.0,6.0,6.0,19.0,18.0,14.0
Morgenbladets,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,13.0,17.0
Morgenposten,2,2.0,1.0,,,,,,,
Mors-,1,1.0,,,,,,,,
Morten,1,1.0,,,,2.0,4.0,6.0,8.0,7.0
Mortensens,2,,,,,,,,,
Mosfjeld,2,2.0,,,1.0,1.0,,,,
Moskva,6,8.0,4.0,1.0,1.0,3.0,10.0,16.0,15.0,6.0
Moskva-universite-,1,1.0,1.0,,,,,,,
Moskvauniversitetet,1,,,,,,,,,
Mot,1,1.0,,,1.0,1.0,2.0,4.0,1.0,
Motet,1,1.0,,,,,,,,
Mott,1,,,,,,,,,
Mozart-opera,1,,,,,,,,,
Mr,1,1.0,,,,,2.0,,,1.0
Muggendge,1,1.0,,,,,,,,
Mumle,1,,,,,,,,,
Musikk,1,,,3.0,5.0,4.0,2.0,2.0,21.0,25.0
Myre,1,,,,,,,,,
Må,3,1.0,,,,1.0,2.0,3.0,5.0,5.0
Måndag,2,3.0,2.0,1.0,,,1.0,4.0,5.0,5.0
Møtet,2,1.0,,,,,,,1.0,1.0
N,2,2.0,,,1.0,1.0,1.0,4.0,3.0,3.0
N.P,2,2.0,,,,,,,,
NAN,1,1.0,1.0,,,,,,,
NEW,1,,,,,,,,,
NKS,1,,2.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0
NN,1,,,,,,,,,2.0
NORDLYS,1,,,,,,,,1.0,1.0
NORSKE,1,,1.0,2.0,1.0,,,,,1.0
NS.-sak,1,,,,,,,,,
NTB,2,4.0,5.0,7.0,12.0,17.0,21.0,26.0,24.0,13.0
NTB-FNB,2,2.0,2.0,,,,,,,
NTB-Reuter,1,1.0,1.0,1.0,,,,2.0,2.0,
NTBs,1,,,,,,,1.0,2.0,2.0
Nansens,1,,,,,,,,,
Nar,1,1.0,2.0,1.0,4.0,4.0,6.0,5.0,5.0,4.0
Narvesen-prisen,4,21.0,20.0,14.0,10.0,15.0,14.0,26.0,24.0,10.0
Narvesenprisen,1,15.0,16.0,8.0,9.0,22.0,19.0,22.0,15.0,5.0
Narvesens,3,5.0,2.0,5.0,4.0,5.0,3.0,1.0,2.0,
Nasjonalhjelpen,1,,,,,,,,,
Naturligvis,2,1.0,,,,,1.0,1.0,1.0,1.0
Nei,2,1.0,1.0,2.0,5.0,8.0,18.0,18.0,23.0,15.0
Neiv,1,1.0,,,,,,,,
Neste,1,2.0,1.0,,,2.0,4.0,4.0,2.0,2.0
New,2,9.0,8.0,7.0,4.0,8.0,6.0,8.0,8.0,7.0
New-York,1,,,,,,,,,
News,2,1.0,,,,,,,2.0,2.0
Nidaros,1,1.0,,,,,,,,1.0
Nielsen,1,,,,,1.0,2.0,3.0,1.0,1.0
Nils,2,1.0,,,2.0,3.0,1.0,22.0,22.0,11.0
Nilsson,1,1.0,,,,,,1.0,1.0,
Nobel,1,,,,,,,,,
Nobelpristakeren,1,1.0,,,,,,,,
Nodvendig,1,1.0,,,,,,,,
Noi-kc,1,1.0,,,,,,,,
Nor,1,2.0,3.0,1.0,1.0,,,,,
Nor-,1,1.0,,,,,,,,
Norden,2,1.0,1.0,2.0,2.0,3.0,1.0,3.0,7.0,5.0
Nordens,1,1.0,,,,1.0,,1.0,,
Nordlys,1,5.0,4.0,,,,,17.0,40.0,43.0
Nordmannen,1,,,,,,,,,
Norge,7,6.0,21.0,30.0,27.0,37.0,40.0,102.0,108.0,87.0
Norges,4,7.0,5.0,6.0,7.0,6.0,3.0,13.0,30.0,31.0
Norgesmeserskapets,1,,,,,,,,,
Norsk,16,22.0,43.0,34.0,38.0,64.0,59.0,87.0,77.0,51.0
Norstrøm,2,2.0,,,,,,,,
Northwestern,1,,,,,,1.0,3.0,2.0,1.0
Norvall,1,1.0,,,1.0,1.0,,,,
Ny-Sibiriske,1,1.0,,,,,,,,
Nygjerde,1,,,,,,,,,
Nynetsavdelingen,1,1.0,,,,,,,,
Nytt,3,2.0,2.0,2.0,3.0,1.0,,,3.0,3.0
Nå,4,13.0,10.0,4.0,7.0,19.0,23.0,57.0,63.0,51.0
Når,4,14.0,14.0,14.0,21.0,32.0,47.0,67.0,63.0,62.0
Nær,1,,,,,,,,,
NærUD,1,,,,,,,,,
O,2,2.0,3.0,3.0,4.0,4.0,1.0,7.0,13.0,15.0
ODDVAR,1,,,,,1.0,1.0,,,
OF3Z,1,,,,,,,,,
OG,1,2.0,4.0,3.0,3.0,5.0,8.0,9.0,13.0,14.0
OLAV,1,1.0,,,,,2.0,1.0,,1.0
Oa,1,,,,,,,,,
Oatis,2,,,,,,,,,
Odd,5,3.0,2.0,2.0,4.0,8.0,5.0,4.0,9.0,20.0
Og,18,21.0,37.0,48.0,57.0,75.0,88.0,159.0,159.0,128.0
Også,3,4.0,5.0,6.0,7.0,11.0,19.0,31.0,35.0,33.0
Oklahoma,2,3.0,1.0,,,,,,,
Ola,1,1.0,4.0,4.0,1.0,3.0,4.0,6.0,5.0,2.0
Olav,2,1.0,6.0,12.0,8.0,5.0,9.0,12.0,17.0,15.0
Olavson,1,2.0,1.0,,,,,,,
Olden,1,1.0,,,,,,,,1.0
Olsen,2,2.0,1.0,,4.0,5.0,2.0,11.0,17.0,13.0
Om,3,5.0,8.0,9.0,16.0,60.0,70.0,56.0,43.0,52.0
Omkring,1,,1.0,1.0,1.0,1.0,,,,
Omlegningen,1,,,,,,,,,
Onsdag,1,1.0,1.0,,1.0,2.0,6.0,6.0,8.0,5.0
Opsahl,1,1.0,,,,,,,,
Opøiens,1,,,,,,,,,
Ord,1,1.0,,,1.0,1.0,,,,
Orientering,1,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0
Orienterings,1,1.0,,2.0,2.0,2.0,,,,
Oscar,2,2.0,,,,,,,,
Oscar-priser,1,1.0,,,,,,,,
Oslo,11,11.0,10.0,18.0,20.0,28.0,42.0,111.0,314.0,505.0
Oslo-avis,1,,,,,3.0,2.0,,,
Oslofrokost,1,1.0,,,,,,,,
Ovenstående,1,,,,,1.0,1.0,,,
Overbevisningen,1,1.0,,,,,,,,
Overlot,1,1.0,,,,,,,,
Overraskende,1,,,,,,,,,
Overrettssakforer,1,1.0,,,,,,,,
P,3,15.0,17.0,5.0,4.0,7.0,9.0,13.0,11.0,8.0
P.R,2,4.0,4.0,2.0,2.0,,,,,
PARTIET,1,,,,,,,,,
PD,1,,,,,,,,1.0,1.0
PHILIPS,1,1.0,,,,,,,,
PREBEN,1,1.0,,,,,,,,
PRIS,1,,,,,,,1.0,,
PRISEN,1,1.0,,,,,,,,
Par,1,,,,,,,,,
Partipoli-,1,1.0,,,,,,,,
Pasternaks,1,1.0,,,,,,,,
Pasteur,1,1.0,,,,,,,,
Paul,1,1.0,1.0,,,1.0,2.0,2.0,1.0,4.0
Pe,1,1.0,,,,,,,,
Peder,1,,,,,,,,,
Pedersen,1,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0
Pedro,1,1.0,,,,,,,,
Pen,1,1.0,,,,,,,,
Per,4,13.0,15.0,13.0,13.0,15.0,11.0,70.0,74.0,22.0
Perm,1,,,,,,,,,
Persil-fabrikken,1,1.0,,,,,,,,
Personlig,3,4.0,4.0,3.0,4.0,5.0,3.0,6.0,4.0,2.0
Petterssons,1,,,,,,,,,
Picassos,1,1.0,,,,,,,,
Planene,2,1.0,,,,1.0,,,,
Polarboken,1,1.0,,,,,,,,
Polarsirkel,1,1.0,,,,,,,,
Politikken,1,,,,,,,,,
Politiske,1,,1.0,1.0,,1.0,2.0,2.0,1.0,2.0
Polly,1,,,,,,,,,
Porsgrunns,1,1.0,1.0,,,,,,,
Positiv,1,,,,,,,,,
Pra,1,1.0,,,,,,,,
Praha,1,,,,,,2.0,2.0,2.0,
Praksis,1,1.0,2.0,2.0,2.0,2.0,11.0,12.0,5.0,
Presseforbund,1,1.0,,,1.0,1.0,2.0,5.0,3.0,
Presseglimt,1,1.0,,,,,,,,
Presseorganisasjonene,2,2.0,,,,,,,,
Prester,3,3.0,,,,,,,,
Prisen,1,2.0,9.0,8.0,1.0,4.0,13.0,13.0,12.0,13.0
Professor,2,4.0,5.0,5.0,2.0,1.0,1.0,6.0,9.0,60.0
Propaganda,1,1.0,,,,24.0,20.0,,1.0,1.0
Public,2,2.0,9.0,7.0,2.0,,,,,
Pulitzer,1,,,,,1.0,2.0,2.0,1.0,1.0
Pulitzer-prisen,1,3.0,3.0,2.0,,1.0,2.0,7.0,6.0,1.0
Pulitzerpris,2,2.0,,2.0,2.0,2.0,,,1.0,1.0
Pullitzerprisen,1,1.0,,,,,,,,
På,13,25.0,18.0,12.0,19.0,37.0,41.0,57.0,118.0,139.0
QAGBLADETS,1,,,,,,,,,
Qeottrev,1,1.0,,,,,,,,
Qet,1,1.0,,,,,,,,
R,2,3.0,1.0,2.0,7.0,5.0,2.0,37.0,79.0,173.0
