,håret,neglene,neglen,hendene,øynene,øyet,øyenvippene,øyenbrynene,ansiktet,pannen,hodet,halsen,nakken,skulderen,skuldrene,magen,brystet,brystene,fingrene,tommelen,ankelen,foten,tærne,tåen,tåa,rumpa,rumpen,lårene,leggene,knærne,kneet,armen,hånden,albuen,fingeren,lemmet,kjønnet
kalte,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Illustrert,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Baudelaire-barna,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
vanskeligere,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Har,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
boblet,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
knurre,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
reagerte,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,3.0,,,,
sterkere,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
vondt,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Lærar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
knurrer,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ramle,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
dierkestem,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
enten,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Magen,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Formiddagen,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
flat,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,
plagér,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
hogger,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Veka,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
so,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
løsne,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
droppe,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
beginnen,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Elia,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
surrar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
storma,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Ka,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Kådde,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
scorer,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
hjemover,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
konstaterte,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
hysjet,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Kvar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
klynget,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
buldrende,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
knyta,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
slipp,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
skred,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
lians,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Agenten,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
bearbeider,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Både,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Derfor,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
niessten,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Por,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
fl__,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
døgnet,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
buldret,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Pa,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
spre,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,
buldre,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
smertet,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,
knot,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
ig,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
pesadilla,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
desconcertado,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
tommere,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
bobler,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
bortetter,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
nebbesmatte,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
smatte,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
sloss,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
blottet,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
ht,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
strammar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
avslappa,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
vrenges,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
fors,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
hekta,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
feai,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Hjemme,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
lyttet,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
banar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
e,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
jagar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
kvalmet,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
frites,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
vel,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
GIOVANNI,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Tar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
rumlar,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
min_,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
skjør,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
vagler,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
phyuphkm,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
viljen,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
bekjentgjorde,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
forbandt,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
byttet,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
blåsa,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
vris,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
sfåb,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
svulmende,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Sumera,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
kvilande,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
ovanfor,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
høldt,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
tikket,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
pepret,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
kroppen,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
knoppen,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
klirrer,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
irriterende,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
kranglet,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
svulme,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
ty,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Ingenting,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
overrumpler,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
innerst,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gik,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13.,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
sprenge,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
tennes,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
fyldig,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
gnisset,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,
travet,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,
tsaapma,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
foreløpig,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
disappear,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
sky,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Dei,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
akte,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
kjølnet,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
SKIVISE,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
hev,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,
side,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
skyldes,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
flott,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
hamrar,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
vistest,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
avhenger,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
tyter,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
marmorert,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
knoppe,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Velkommen,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
minevzt,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Brystene,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
strutter,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
capsen,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
renset,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,
arbeider,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,
styres,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
støte,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
utspilt,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,
vifta,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,
rastløst,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
lirke,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
hoppe,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
hvileløst,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
lystrer,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
lekte,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,
vikla,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
rutinert,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
ru,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
effektive,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
cirka,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
krotet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
kroket,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
sammenflettet,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
distré,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
kvister,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Inni,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
hvitnet,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
opphisset,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
boyd,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
folde,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
kose,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
kinnet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
intakte,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
umedgjørlige,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
grer,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tromme,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,1.0,,
315,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
spres,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
varsom,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
famle,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
klamrer,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
hissig,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,
unde,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
kritthvite,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
folge,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tripper,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
representere,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
fikler,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
nølte,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
fastslår,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
følt,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tilgjengelig,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
SARA,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
strekkes,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
videre,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,
kutta,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
smaker,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
post,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
knugende,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
gjenvinne,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
livaktige,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
iler,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
overlappet,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
blytunge,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Robin,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
sneie,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
svaberget,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
fryser,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
sprikte,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,
ufrivillig,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
numne,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
krafser,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
oppbløtte,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
nedlesset,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
spriker,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,,,,,,,,
leker,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
Clary,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
gjennomgå,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
kjæle,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
krøkte,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
reine,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
NØKLENE,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
føle,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,3.0,,,,
fyke,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
flappende,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
avoirles,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
MAGNUS,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
cm,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
masserte,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,
konfiskerte,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Knekke,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
valne,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
knipset,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
fremstrakt,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
Hvilke,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tukler,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
prosent,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
iukker,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
roter,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,
bøyelige,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
fjær,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
knadde,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
gjenoppta,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tanketomt,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
utspredt,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
betjener,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
grepet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,
gredde,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
rukler,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
hurtig,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,
fletter,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
haltet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
stivfrosne,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
fomlet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,
bla,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
Filtret,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
dampet,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
antallet,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,
sveve,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
nylig,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
mumler,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
sugde,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
pecking,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
glei,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
brainwave,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
danne,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
rykke,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,
gni,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
suser,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
Henvisninger,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
beordrer,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
kjærtegne,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
lirket,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
"opp-teiknet,",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
noko,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
bende,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
opptegnet,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
opp-tegn,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
opp-tegnet,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
måler,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
ned-tegnet,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
settes,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
halla,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
vannrett,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,,
øvst,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
ivatret,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
baklengs,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
parallelt,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,
Langfingeren,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
varlig,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
sln,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
pekefingeren,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
horrible,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
~,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
sikkert,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,
